Princeton University,,,,,,,
Princeton University,322,American Legal Theory and Jewish Law,American Studies,AMS,Suzanne L. Stone,N/A,
Princeton University,323,America in Judaism,American Studies,AMS,Lance J. Sussman,N/A,
Princeton University,324,"American Trials, American Stories",American Studies,AMS,Clayton K. Marsh,N/A,
Princeton University,325,Urban Education Reform,American Studies,AMS,Leslie E. Gerwin,N/A,
Princeton University,329,Immigrant America,American Studies,AMS,Alejandro Portes,N/A,
Princeton University,330,Black Rock and Cultural Revolt,American Studies,AMS,Kandia M. Crazy Horse,N/A,
Princeton University,331,"IP Law: Theory, History & Policy",American Studies,AMS,Steven R. Wilf,N/A,
Princeton University,332,Performance History and Theory: Performance and Politics in the 1960s,American Studies,AMS,Stacy E. Wolf,N/A,
Princeton University,334,Growing Up Jewish in America,American Studies,AMS,Jenna Weissman-Joselit,N/A,
Princeton University,336,Global Asian America,American Studies,AMS,Jose E. Raymundo,N/A,
Princeton University,338,Great Moments in Black Existentialism,American Studies,AMS,Colson Whitehead,N/A,
Princeton University,340,Shades of Passing,American Studies,AMS,Anne A. Cheng,N/A,
Princeton University,341,The 1950s,American Studies,AMS,Jenna Weissman-Joselit,N/A,
Princeton University,344,Suburban Nation,American Studies,AMS,Kevin M. Kruse,N/A,
Princeton University,345,Women's Leadership in Modern America,American Studies,AMS,Karen Y. Jackson-Weaver,N/A,
Princeton University,346,Latinos in American Life and Culture,American Studies,AMS,Edward E. Telles; Marta Tienda,N/A,
Princeton University,350,Civil Society and Public Policy,American Studies,AMS,Stanley N. Katz,N/A,
Princeton University,351,Private Lives in Modern America,American Studies,AMS,Jenna Weissman-Joselit,N/A,
Princeton University,353,Moby-Dick Unbound,American Studies,AMS,William Howarth,N/A,
Princeton University,354,Topics in American Literature: The Supernatural in American Literature,American Studies,AMS,N/A,N/A,
Princeton University,356,"Migration, Urban Space, & AfriAm Culture",American Studies,AMS,Noliwe M. Rooks,N/A,
Princeton University,358,Desirous Plots: Queer Narrative and US P,American Studies,AMS,Ricardo Montez,N/A,
Princeton University,359,From Negro to Black: African Americans,American Studies,AMS,Noliwe M. Rooks,N/A,
Princeton University,365,Topics in American Literature: American Jewish Writers,American Studies,AMS,Esther H. Schor,N/A,
Princeton University,372,Postblack - Contemporary Af/Am Art,American Studies,AMS,Chika O. Okeke-Agulu,N/A,
Princeton University,375,Defining Moments in American Culture,American Studies,AMS,John Wilmerding,N/A,
Princeton University,376,American Art and Culture: The 1960s,American Studies,AMS,N/A,N/A,
Princeton University,380,Critics of American Society,American Studies,AMS,N/A,N/A,
Princeton University,381,"Social Change and the City: Education, E",American Studies,AMS,Andrew J. Seligsohn; Noliwe M. Rooks,N/A,
Princeton University,393,Jewish Identity & Performance in the US,American Studies,AMS,Jill S. Dolan; Stacy E. Wolf,N/A,
Princeton University,396,The Idea of America,American Studies,AMS,John E. Seery,N/A,
