Georgetown University,563,Intro:Systemic-Functional Ling,GERM,GERM,,,,http://www.koofers.com/georgetown-university/germ/563-intro-systemic-functional-ling/,,,,,,
Georgetown University,391,Structures Behind Signaling,BIOL,BIOL,,,,http://www.koofers.com/georgetown-university/biol/391-structures-behind-signaling/,,,,,,
Georgetown University,616,Pharmacology VI-Cardiovascular,PHAR,PHAR,,,,http://www.koofers.com/georgetown-university/phar/616-pharmacology-vi-cardiovascular/,,,,,,
Georgetown University,242,"GU/Berlin, Germany",SABR,SABR,,,,http://www.koofers.com/georgetown-university/sabr/242-gu-berlin-germany/,,,,,,
Georgetown University,45,Theology and Literature,THEO,THEO,,,,http://www.koofers.com/georgetown-university/theo/045-theology-and-literature/,,,,,,
Georgetown University,323,Human Sci Sem/Internship II,HSCI,HSCI,,,,http://www.koofers.com/georgetown-university/hsci/323-human-sci-sem-internship-ii/,,,,,,
Georgetown University,414,Dpt Sem:Migr & Citz in Glb Wrl,GOVT,GOVT,,,,http://www.koofers.com/georgetown-university/govt/414-dpt-sem-migr-citz-in-glb-wrl/,,,,,,
Georgetown University,704,Sem:Physio/Biophys/Integ Med,PBIO,PBIO,,,,http://www.koofers.com/georgetown-university/pbio/704-sem-physio-biophys-integ-med/,,,,,,
Georgetown University,504,Global & Intrnl History,HIST,HIST,,,,http://www.koofers.com/georgetown-university/hist/504-intro-global-intrnl-history/,,,,,,
Georgetown University,311,Work in the New Economy,ANTH,ANTH,,,,http://www.koofers.com/georgetown-university/anth/311-work-in-the-new-economy/,,,,,,
Georgetown University,10,The Way Things Work,PHYS,PHYS,,,,http://www.koofers.com/georgetown-university/phys/010-the-way-things-work/,,,,,,
Georgetown University,690,Us/European Relations,INAF,INAF,,,,http://www.koofers.com/georgetown-university/inaf/690-us-european-relations/,,,,,,
Georgetown University,510,Mathematcl/Statistcl Computing,MATH,MATH,,,,http://www.koofers.com/georgetown-university/math/510-mathematcl-statistcl-computing/,,,,,,
Georgetown University,363,"Anthropology,Colonialism&Islam",ARAB,ARAB,,,,http://www.koofers.com/georgetown-university/arab/363-anthropologycolonialism-islam/,,,,,,
Georgetown University,340,Medieval Saints & Society,HIST,HIST,,,,http://www.koofers.com/georgetown-university/hist/340-med-saints-cults-legend-cultr/,,,,,,
Georgetown University,201,"GU/Sgh Warsaw, Poland",SABR,SABR,,,,http://www.koofers.com/georgetown-university/sabr/201-gu-sgh-warsaw-poland/,,,,,,
Georgetown University,155,Math/Computational Methods,PHYS,PHYS,,,,http://www.koofers.com/georgetown-university/phys/155-math-computational-methods/,,,,,,
Georgetown University,236,"Global Finc Systems, Econ, Pol",ECON,ECON,,,,http://www.koofers.com/georgetown-university/econ/236-global-finc-systems-econ-pol/,,,,,,
Georgetown University,615,Technology Strategy,STRT,STRT,,,,http://www.koofers.com/georgetown-university/strt/615-technology-strategy/,,,,,,
Georgetown University,435,Americanization of Europe,HIST,HIST,,,,http://www.koofers.com/georgetown-university/hist/435-americanization-of-europe/,,,,,,
Georgetown University,241,Issues in Globalization,BLHS,BLHS,,,,http://www.koofers.com/georgetown-university/blhs/241-issues-in-globalization/,,,,,,
Georgetown University,903,Nonprofit Management Tutorial,PPOL,PPOL,,,,http://www.koofers.com/georgetown-university/ppol/903-nonprofit-management-tutorial/,,,,,,
Georgetown University,603,Community Development Finance,MPRE,MPRE,,,,http://www.koofers.com/georgetown-university/mpre/603-comm-dev-financial-inst/,,,,,,
Georgetown University,467,Islamic Law/Women/Gender,HIST,HIST,,,,http://www.koofers.com/georgetown-university/hist/467-islamic-law-women-gender/,,,,,,
Georgetown University,140,Charlemagne to Napoleon: HRE,HIST,HIST,,,,http://www.koofers.com/georgetown-university/hist/140-charlemagne-to-napoleon-hre/,,,,,,
Georgetown University,301,Tutorial: Linguistics,LING,LING,,,,http://www.koofers.com/georgetown-university/ling/301-tutorial-linguistics/,,,,,,
Georgetown University,130,Contemporary Marriage & Family,CATH,CATH,,,,http://www.koofers.com/georgetown-university/cath/130-contemporary-marriage-family/,,,,,,
Georgetown University,473,The Caucasus,HIST,HIST,,,,http://www.koofers.com/georgetown-university/hist/473-the-caucasus/,,,,,,
Georgetown University,655,20C Poetry,ENGL,ENGL,,,,http://www.koofers.com/georgetown-university/engl/655-20c-poetry/,,,,,,
Georgetown University,904,Tutorial: Biochemistry,BCHB,BCHB,,,,http://www.koofers.com/georgetown-university/bchb/904-tutorial-biochemistry/,,,,,,
Georgetown University,555,Management Science,OPIM,OPIM,,,,http://www.koofers.com/georgetown-university/opim/555-management-science/,,,,,,
Georgetown University,379,Energ & Environ China,STIA,STIA,,,,http://www.koofers.com/georgetown-university/stia/379-energ-environ-china/,,,,,,
Georgetown University,180,Health Services Research,HESY,HESY,,,,http://www.koofers.com/georgetown-university/hesy/180-health-services-research/,,,,,,
Georgetown University,806,Prod Devt in New Digital Age,CCTP,CCTP,,,,http://www.koofers.com/georgetown-university/cctp/806-prod-devt-in-new-digital-age/,,,,,,
Georgetown University,553,Issues in African Studies,MSFS,MSFS,,,,http://www.koofers.com/georgetown-university/msfs/553-issues-in-african-studies/,,,,,,
Georgetown University,607,Climate Change/Energy Issues,STRT,STRT,,,,http://www.koofers.com/georgetown-university/strt/607-climate-change-energy-issues/,,,,,,
Georgetown University,407,Russia/China Global Econ,GOVT,GOVT,,,,http://www.koofers.com/georgetown-university/govt/407-russia-china-global-econ/,,,,,,
Georgetown University,677,Archtctr&Cin:Metropolis/Avatar,CCTP,CCTP,,,,http://www.koofers.com/georgetown-university/cctp/677-archtctr-cin-metropolis-avatar/,,,,,,
Georgetown University,251,"GU/St Petersburg,Russia",SABR,SABR,,,,http://www.koofers.com/georgetown-university/sabr/251-gu-st-petersburgrussia/,,,,,,
Georgetown University,358,Senior Nursing Practicum,NURS,NURS,,,,http://www.koofers.com/georgetown-university/nurs/358-senior-nursing-practicum/,,,,,,
