Course Title,Course ID,City,University,State,Department Code,Course URL
African Society,379,New Haven,Yale University,Connecticut,ANTH,http://www.koofers.com/yale-university/anth/379-african-society/
Contemp Documentary Film&Video,426,New Haven,Yale University,Connecticut,FILM,http://www.koofers.com/yale-university/film/426-contemp-documentary-film-video/
Lab Section,279LD,New Haven,Yale University,Connecticut,ANTH,http://www.koofers.com/yale-university/anth/279ld-lab-section/
"Men, Manhood, and Masculinity",304,New Haven,Yale University,Connecticut,WGSS,http://www.koofers.com/yale-university/wgss/304-men-manhood-and-masculinity/
Workshop: Chinese Legal Reform,21361,New Haven,Yale University,Connecticut,LAW,http://www.koofers.com/yale-university/law/21361-workshop-chinese-legal-reform/
The Body as Source,133,New Haven,Yale University,Connecticut,DRAM,http://www.koofers.com/yale-university/dram/133-movement-i/
American Lit in Shadow of Wars,363,New Haven,Yale University,Connecticut,ENGL,http://www.koofers.com/yale-university/engl/363-american-lit-in-shadow-of-wars/
Montaigne & d'Aubigne,821,New Haven,Yale University,Connecticut,FREN,http://www.koofers.com/yale-university/fren/821-montaigne-daubigne/
Marriage and Family,224,New Haven,Yale University,Connecticut,SOCY,http://www.koofers.com/yale-university/socy/224-marriage-and-family/
Weimar Cinema,405,New Haven,Yale University,Connecticut,GMAN,http://www.koofers.com/yale-university/gman/405-weimar-cinema/
United Methodist Hist&Doctrine,696,New Haven,Yale University,Connecticut,REL,http://www.koofers.com/yale-university/rel/696-united-methodist-hist-doctrine/
Torts I: Group 1,13001,New Haven,Yale University,Connecticut,LAW,http://www.koofers.com/yale-university/law/13001-torts-i-group-1/
Science of Human Hormones,111,New Haven,Yale University,Connecticut,MB&B,http://www.koofers.com/yale-university/mb-b/111-science-of-human-hormones/
Recognition,231,New Haven,Yale University,Connecticut,EP&E,http://www.koofers.com/yale-university/ep-e/231-recognition/
Education for Transformation,916,New Haven,Yale University,Connecticut,REL,http://www.koofers.com/yale-university/rel/916-education-for-transformation/
Petrogenesis of Mountain Belts,555,New Haven,Yale University,Connecticut,G&G,http://www.koofers.com/yale-university/g-g/555-petrogenesis-of-mountain-belts/
Clin Px in Diabetes Care/Mgmt,768,New Haven,Yale University,Connecticut,NURS,http://www.koofers.com/yale-university/nurs/768-clin-px-in-diabetes-care-mgmt/
Thinking,301,New Haven,Yale University,Connecticut,PSYC,http://www.koofers.com/yale-university/psyc/301-thinking/
FundingCivilSocty&Democratiztn,641,New Haven,Yale University,Connecticut,AFST,http://www.koofers.com/yale-university/afst/641-fundingcivilsocty-democratiztn/
Readings in Molecular Genetics,902,New Haven,Yale University,Connecticut,MB&B,http://www.koofers.com/yale-university/mb-b/902-readings-in-molecular-genetics/
Cancelled:StratMgtNonProfOrgs,527,New Haven,Yale University,Connecticut,MGT,http://www.koofers.com/yale-university/mgt/527-cancelled-stratmgtnonproforgs/
Social&BehavrlFoundtnsHealth,657,New Haven,Yale University,Connecticut,PSYC,http://www.koofers.com/yale-university/psyc/657-social-behavrlinfluenceshealth/
"Ives, Blues, Porter",458,New Haven,Yale University,Connecticut,MUSI,http://www.koofers.com/yale-university/musi/458-ives-blues-porter/
Immunology for Epidemiologists,512,New Haven,Yale University,Connecticut,EMD,http://www.koofers.com/yale-university/emd/512-immunology-for-epidemiologists/
Intermed DocmentryFilm Wrkshop,351,New Haven,Yale University,Connecticut,FILM,http://www.koofers.com/yale-university/film/351-intermed-docmentryfilm-wrkshop/
Ralph Ellison in Context,420,New Haven,Yale University,Connecticut,AMST,http://www.koofers.com/yale-university/amst/420-ralph-ellison-in-context/
Discussion Section,267D,New Haven,Yale University,Connecticut,ANTH,http://www.koofers.com/yale-university/anth/267d-discussion-section/
Biochemistry,300,New Haven,Yale University,Connecticut,MCDB,http://www.koofers.com/yale-university/mcdb/300-biochemistry/
Independent Study,212,New Haven,Yale University,Connecticut,DRAM,http://www.koofers.com/yale-university/dram/212-indsty-music-theory/
Witchcraft in Colonial America,127J,New Haven,Yale University,Connecticut,HIST,http://www.koofers.com/yale-university/hist/127j-witchcraft-in-colonial-america/
Theater Now,329,New Haven,Yale University,Connecticut,THST,http://www.koofers.com/yale-university/thst/329-theater-now/
MdrnZionistTrdtnsTimeSpaceBody,780,New Haven,Yale University,Connecticut,RLST,http://www.koofers.com/yale-university/rlst/780-mdrnzionisttrdtnstimespacebody/
History of Jews to EarlyModern,219,New Haven,Yale University,Connecticut,HIST,http://www.koofers.com/yale-university/hist/219-historyofjewstothereformation/
New Haven & the American City,385,New Haven,Yale University,Connecticut,ARCH,http://www.koofers.com/yale-university/arch/385-new-haven-the-american-city/
Baroque Epics,653,New Haven,Yale University,Connecticut,ITAL,http://www.koofers.com/yale-university/ital/653-baroque-epics/
Discussion Section,127D,New Haven,Yale University,Connecticut,HIST,http://www.koofers.com/yale-university/hist/127d-discussion-section/
PastrlCare&Cnselng w/YngAdults,989,New Haven,Yale University,Connecticut,REL,http://www.koofers.com/yale-university/rel/989-pastrlcare-cnselng-w-yngadults/
India:EconomPerfrmnce&Chalnges,211,New Haven,Yale University,Connecticut,GLBL,http://www.koofers.com/yale-university/glbl/211-india-economperfrmnce-chalnges/
Rotation: Psychiatry,905,New Haven,Yale University,Connecticut,PA,http://www.koofers.com/yale-university/pa/905-rotation-psychiatry/
Intro to Geodynamics,529,New Haven,Yale University,Connecticut,G&G,http://www.koofers.com/yale-university/g-g/529-intro-to-geodynamics/
AncntJudaismSemQumran/Rabbinic,756,New Haven,Yale University,Connecticut,RLST,http://www.koofers.com/yale-university/rlst/756-required-ancientjudaismseminar/
Advocates & Representatives TR,287,New Haven,Yale University,Connecticut,GMAN,http://www.koofers.com/yale-university/gman/287-advocates-representatives-tr/
AnalysisEcologicalTime-Series,632,New Haven,Yale University,Connecticut,E&EB,http://www.koofers.com/yale-university/e-eb/632-analysisecologicaltime-series/
Decision Analysis,878,New Haven,Yale University,Connecticut,MGT,http://www.koofers.com/yale-university/mgt/878-decision-analysis/
MeasuremntIssuesChronicDisease,523,New Haven,Yale University,Connecticut,CDE,http://www.koofers.com/yale-university/cde/523-measuremntissueschronicdisease/
RankGradientGroups&Apps,649,New Haven,Yale University,Connecticut,MATH,http://www.koofers.com/yale-university/math/649-rankgradientgroups-apps/
Daily Themes,450,New Haven,Yale University,Connecticut,ENGL,http://www.koofers.com/yale-university/engl/450-daily-themes/
Environmental Epidemiology,507,New Haven,Yale University,Connecticut,EHS,http://www.koofers.com/yale-university/ehs/507-environmental-epidemiology/
Dilemmas of the Nuclear Age,345,New Haven,Yale University,Connecticut,INTS,http://www.koofers.com/yale-university/ints/345-dilemmas-of-the-nuclear-age/
Health and Inequality in India,376,New Haven,Yale University,Connecticut,SAST,http://www.koofers.com/yale-university/sast/376-health-and-inequality-in-india/
Art ofAncient NearEast &Aegean,239,New Haven,Yale University,Connecticut,HSAR,http://www.koofers.com/yale-university/hsar/239-art-ofancient-neareast-aegean/
CliniclAssessmntOfYoungChildrn,191,New Haven,Yale University,Connecticut,TPRP,http://www.koofers.com/yale-university/tprp/191-cliniclassessmntofyoungchildrn/
LightingDESfor StageManagers,114,New Haven,Yale University,Connecticut,DRAM,http://www.koofers.com/yale-university/dram/114-lightingdesfor-stagemanagers/
"EvsnHstDfnsVirus,BactEukParasi",703,New Haven,Yale University,Connecticut,MBIO,http://www.koofers.com/yale-university/mbio/703-evsnhstdfnsvirusbacteukparasi/
20thCentury Balkan Instability,229,New Haven,Yale University,Connecticut,MGRK,http://www.koofers.com/yale-university/mgrk/229-20thcentury-balkan-instability/
Intro to History of Math,633,New Haven,Yale University,Connecticut,HSHM,http://www.koofers.com/yale-university/hshm/633-intro-to-history-of-math/
Laboratory for Genetics,203L,New Haven,Yale University,Connecticut,MCDB,http://www.koofers.com/yale-university/mcdb/203l-laboratory-for-genetics/
Organic Geochemistry,280,New Haven,Yale University,Connecticut,G&G,http://www.koofers.com/yale-university/g-g/280-organic-geochemistry/
Art and Music in Venice,454,New Haven,Yale University,Connecticut,HUMS,http://www.koofers.com/yale-university/hums/454-art-and-music-in-venice/
Elementary Japanese I,110,New Haven,Yale University,Connecticut,JAPN,http://www.koofers.com/yale-university/japn/110-elementary-japanese-i/
PoliticalEconInstitutnDvlpmnt,792,New Haven,Yale University,Connecticut,ECON,http://www.koofers.com/yale-university/econ/792-politicaleconinstitutndvlpmnt/
Intro Statistics:Fundamentals,109,New Haven,Yale University,Connecticut,STAT,http://www.koofers.com/yale-university/stat/109-intro-statistics-fundamentals/
Dante's Journey to God,850,New Haven,Yale University,Connecticut,REL,http://www.koofers.com/yale-university/rel/850-dantes-journey-to-god/
"Women,Law&BlackFreedomMovement",438,New Haven,Yale University,Connecticut,WGSS,http://www.koofers.com/yale-university/wgss/438-womenlaw-blackfreedommovement/
ISM Colloquium,719,New Haven,Yale University,Connecticut,MUS,http://www.koofers.com/yale-university/mus/719-ism-colloquium/
Legal Writing for Litigators,21607,New Haven,Yale University,Connecticut,LAW,http://www.koofers.com/yale-university/law/21607-legal-writing-for-litigators/
Work and Gender,601,New Haven,Yale University,Connecticut,SOCY,http://www.koofers.com/yale-university/socy/601-work-and-gender/
Analysis Seminar,793,New Haven,Yale University,Connecticut,MATH,http://www.koofers.com/yale-university/math/793-analysis-seminar/
Elementary Turkish,501,New Haven,Yale University,Connecticut,TKSH,http://www.koofers.com/yale-university/tksh/501-elementary-turkish/
Directed Readings CDE,600,New Haven,Yale University,Connecticut,CDE,http://www.koofers.com/yale-university/cde/600-directed-readings-cde/
"Mind, Brain, and Society",413,New Haven,Yale University,Connecticut,PSYC,http://www.koofers.com/yale-university/psyc/413-mind-brain-and-society/
Special Projects,471,New Haven,Yale University,Connecticut,APHY,http://www.koofers.com/yale-university/aphy/471-special-projects/
Anthro of Sex and Sexualities,318,New Haven,Yale University,Connecticut,ANTH,http://www.koofers.com/yale-university/anth/318-anthro-of-sex-and-sexualities/
Democracy & Constitutionalism,338,New Haven,Yale University,Connecticut,PLSC,http://www.koofers.com/yale-university/plsc/338-democracy-constitutionalism/
Origin of Everything,222,New Haven,Yale University,Connecticut,G&G,http://www.koofers.com/yale-university/g-g/222-origin-of-everything/
Causation,301,New Haven,Yale University,Connecticut,PHIL,http://www.koofers.com/yale-university/phil/301-causation/
Environmental ChemicalAnalysis,743,New Haven,Yale University,Connecticut,F&ES,http://www.koofers.com/yale-university/f-es/743-environmental-chemicalanalysis/
Hip Hop Music and Culture,210,New Haven,Yale University,Connecticut,CSSY,http://www.koofers.com/yale-university/cssy/210-hip-hop-music-and-culture/
BioculturalPerspGlobalHealth,341,New Haven,Yale University,Connecticut,INTS,http://www.koofers.com/yale-university/ints/341-bioculturalperspglobalhealth/
Readings Jain &BuddhistTexts,586,New Haven,Yale University,Connecticut,RLST,http://www.koofers.com/yale-university/rlst/586-readings-jain-buddhisttexts/
Intermediate French,121,New Haven,Yale University,Connecticut,FREN,http://www.koofers.com/yale-university/fren/121-intermediate-french/
The Borges Effect,912,New Haven,Yale University,Connecticut,SPAN,http://www.koofers.com/yale-university/span/912-the-borges-effect/
Crim Pro:Charging&Adjudic,20359,New Haven,Yale University,Connecticut,LAW,http://www.koofers.com/yale-university/law/20359-crim-pro-charging-adjudic/
Survey of Greek Literature II,897,New Haven,Yale University,Connecticut,CLSS,http://www.koofers.com/yale-university/clss/897-survey-of-greek-literature-ii/
Intensive Senior Research,496,New Haven,Yale University,Connecticut,E&EB,http://www.koofers.com/yale-university/e-eb/496-intensive-senior-research/
American Communities,745,New Haven,Yale University,Connecticut,AMST,http://www.koofers.com/yale-university/amst/745-american-communities/
American Philosophy,260,New Haven,Yale University,Connecticut,PHIL,http://www.koofers.com/yale-university/phil/260-american-philosophy/
Elementary isiZulu II,620,New Haven,Yale University,Connecticut,ZULU,http://www.koofers.com/yale-university/zulu/620-elementary-isizulu-ii/
Pediatric Pharmacology,845,New Haven,Yale University,Connecticut,NURS,http://www.koofers.com/yale-university/nurs/845-pediatric-pharmacology/
Intro Sanskrit I,515,New Haven,Yale University,Connecticut,LING,http://www.koofers.com/yale-university/ling/515-elementary-sanskrit-i/
Intention Belief & Rationality,630,New Haven,Yale University,Connecticut,PHIL,http://www.koofers.com/yale-university/phil/630-definition-and-essence/
Systems and Control,436,New Haven,Yale University,Connecticut,EENG,http://www.koofers.com/yale-university/eeng/436-systems-and-control/
Statistics,500,New Haven,Yale University,Connecticut,PLSC,http://www.koofers.com/yale-university/plsc/500-statistics/
Literature of Travel & Tourism,337,New Haven,Yale University,Connecticut,GMAN,http://www.koofers.com/yale-university/gman/337-literature-of-travel-tourism/
Violence and Civil Strife,359,New Haven,Yale University,Connecticut,PLSC,http://www.koofers.com/yale-university/plsc/359-violence-and-civil-strife/
ModBrazilian&PortugueseFictnTR,231,New Haven,Yale University,Connecticut,LITR,http://www.koofers.com/yale-university/litr/231-modbrazilian-portuguesefictntr/
Discussion Section,175D,New Haven,Yale University,Connecticut,PHIL,http://www.koofers.com/yale-university/phil/175d-discussion-section/
Independent Study,1070,New Haven,Yale University,Connecticut,F&ES,http://www.koofers.com/yale-university/f-es/1070-independent-study/
Med&PublicHlthLatnAmr1820-2000,647,New Haven,Yale University,Connecticut,HSHM,http://www.koofers.com/yale-university/hshm/647-med-publichlthlatnamr1820-2000/
Green Energy Policy,21633,New Haven,Yale University,Connecticut,LAW,http://www.koofers.com/yale-university/law/21633-green-energy-policy/
Global Health Economics,591,New Haven,Yale University,Connecticut,HPA,http://www.koofers.com/yale-university/hpa/591-global-health-systems/
Human Rights Workshop,20134,New Haven,Yale University,Connecticut,LAW,http://www.koofers.com/yale-university/law/20134-human-rights-workshop/
Classic Readings in Syntax,257,New Haven,Yale University,Connecticut,LING,http://www.koofers.com/yale-university/ling/257-classic-readings-in-syntax/
South European Dictatorships,416,New Haven,Yale University,Connecticut,PLSC,http://www.koofers.com/yale-university/plsc/416-south-european-dictatorships/
IntroStatistics:PolitclScience,101,New Haven,Yale University,Connecticut,EP&E,http://www.koofers.com/yale-university/ep-e/101-introstatistics-politclscience/
Research in Gender & Sexuality,750,New Haven,Yale University,Connecticut,WGSS,http://www.koofers.com/yale-university/wgss/750-research-on-gender-sexuality/
Poetic Careers Homer to Ovid,871,New Haven,Yale University,Connecticut,CLSS,http://www.koofers.com/yale-university/clss/871-poetic-careers-homer-to-ovid/
Discernment of Spririts,837,New Haven,Yale University,Connecticut,REL,http://www.koofers.com/yale-university/rel/837-latin-amer-art-architecture/
Democracy in World Politics I,415,New Haven,Yale University,Connecticut,INTS,http://www.koofers.com/yale-university/ints/415-democracy-in-world-politics-i/
Research in 20thC U.S. History,709,New Haven,Yale University,Connecticut,AMST,http://www.koofers.com/yale-university/amst/709-research-in-20thc-us-history/
Food&DietInGreco-RomnAntiquity,208,New Haven,Yale University,Connecticut,HIST,http://www.koofers.com/yale-university/hist/208-food-dietingreco-romnantiquity/
Economic History Workshop,589,New Haven,Yale University,Connecticut,ECON,http://www.koofers.com/yale-university/econ/589-economic-history-workshop/
HistoryOfJewsEarlyModernTimes,761,New Haven,Yale University,Connecticut,JDST,http://www.koofers.com/yale-university/jdst/761-historyofjewstothereformation/
The Senior Essay,495,New Haven,Yale University,Connecticut,RNST,http://www.koofers.com/yale-university/rnst/495-the-senior-essay/
Modern Japanese Fiction,578,New Haven,Yale University,Connecticut,JAPN,http://www.koofers.com/yale-university/japn/578-modern-japanese-fiction/
Psychopathology in Film,404,New Haven,Yale University,Connecticut,PSYC,http://www.koofers.com/yale-university/psyc/404-psychopathology-in-film/
Private Equity Investing,456,New Haven,Yale University,Connecticut,ECON,http://www.koofers.com/yale-university/econ/456-private-equity-investing/
OrganicPollutantsInEnvironment,307,New Haven,Yale University,Connecticut,EVST,http://www.koofers.com/yale-university/evst/307-organicpollutantsinenvironment/
American Film Comedy,325,New Haven,Yale University,Connecticut,FILM,http://www.koofers.com/yale-university/film/325-american-film-comedy/
AdvEnvironmntlProtectionClinic,21600,New Haven,Yale University,Connecticut,LAW,http://www.koofers.com/yale-university/law/21600-advenvironmntlprotectionclinic/
AnimalModelsClinicalDisorders,147,New Haven,Yale University,Connecticut,PSYC,http://www.koofers.com/yale-university/psyc/147-animalmodelsclinicaldisorders/
The Asia-Pacific Wars,453,New Haven,Yale University,Connecticut,EAST,http://www.koofers.com/yale-university/east/453-the-asia-pacific-wars/
World Cities & Narratives,960,New Haven,Yale University,Connecticut,PORT,http://www.koofers.com/yale-university/port/960-world-cities-narratives/
Religion&FeminizationofPoverty,250,New Haven,Yale University,Connecticut,MMES,http://www.koofers.com/yale-university/mmes/250-religion-feminizationofpoverty/
Around Tristram Shandy,473,New Haven,Yale University,Connecticut,ENGL,http://www.koofers.com/yale-university/engl/473-around-tristram-shandy/
AdvTopicsAncientPoltclPhilos,639,New Haven,Yale University,Connecticut,PLSC,http://www.koofers.com/yale-university/plsc/639-advtopicsancientpoltclphilos/
The Bible as Literature,125,New Haven,Yale University,Connecticut,JDST,http://www.koofers.com/yale-university/jdst/125-the-bible-as-literature/
AssessingExposuresEnvStressors,96014,New Haven,Yale University,Connecticut,F&ES,http://www.koofers.com/yale-university/f-es/96014-assessingexposuresenvstressors/
"Law, Liberalism and Religion",20608,New Haven,Yale University,Connecticut,LAW,http://www.koofers.com/yale-university/law/20608-law-liberalism-and-religion/
Civic Art:Intro toUrban Design,902,New Haven,Yale University,Connecticut,ARCH,http://www.koofers.com/yale-university/arch/902-civic-art-intro-tourban-design/
Introduction to Ugaritic,520,New Haven,Yale University,Connecticut,SMTC,http://www.koofers.com/yale-university/smtc/520-introduction-to-ugaritic/
Bioinformatics Simulation&Data,752,New Haven,Yale University,Connecticut,MCDB,http://www.koofers.com/yale-university/mcdb/752-genomics-and-bioinformatics/
The Poetry of C. P. Cavafy TR,278,New Haven,Yale University,Connecticut,HUMS,http://www.koofers.com/yale-university/hums/278-the-poetry-of-c-p-cavafy-tr/
German Short Prose,629,New Haven,Yale University,Connecticut,GMAN,http://www.koofers.com/yale-university/gman/629-german-short-prose/
MOS Devices Physics&Technology,866,New Haven,Yale University,Connecticut,ENAS,http://www.koofers.com/yale-university/enas/866-mos-devices-physics-technology/
Forest Ecosystem Health,52003,New Haven,Yale University,Connecticut,F&ES,http://www.koofers.com/yale-university/f-es/52003-forest-ecosystem-health/
Theorizing Racial Formations,643,New Haven,Yale University,Connecticut,AMST,http://www.koofers.com/yale-university/amst/643-theorizing-racial-formations/
History of Chinese Science,447,New Haven,Yale University,Connecticut,HSHM,http://www.koofers.com/yale-university/hshm/447-history-of-chinese-science/
Intro to Modern Israeli Lit,504,New Haven,Yale University,Connecticut,HEBR,http://www.koofers.com/yale-university/hebr/504-intro-to-modern-israeli-lit/
Discussion Section,343D,New Haven,Yale University,Connecticut,PHIL,http://www.koofers.com/yale-university/phil/343d-discussion-section/
Chinese Politics in Reform Era,371,New Haven,Yale University,Connecticut,PLSC,http://www.koofers.com/yale-university/plsc/371-chinese-politics-in-reform-era/
Discussion Section,235D,New Haven,Yale University,Connecticut,HSHM,http://www.koofers.com/yale-university/hshm/235d-discussion-section/
AfricanAmerHist:Emanciptn-Pres,187,New Haven,Yale University,Connecticut,HIST,http://www.koofers.com/yale-university/hist/187-africanamerhist-emanciptn-pres/
Introduction to Programming,112,New Haven,Yale University,Connecticut,CPSC,http://www.koofers.com/yale-university/cpsc/112-introduction-to-programming/
Intro to Literary Chinese I,170,New Haven,Yale University,Connecticut,CHNS,http://www.koofers.com/yale-university/chns/170-intro-to-literary-chinese-i/
Interntl Intellectual Property,20560,New Haven,Yale University,Connecticut,LAW,http://www.koofers.com/yale-university/law/20560-interntl-intellectual-property/
International Energy Policy,314,New Haven,Yale University,Connecticut,GLBL,http://www.koofers.com/yale-university/glbl/314-international-energy-policy/
Rotation: Radiology,975,New Haven,Yale University,Connecticut,PA,http://www.koofers.com/yale-university/pa/975-rotation-radiology/
StatscalGenetcs&Bioinformatics,645,New Haven,Yale University,Connecticut,CB&B,http://www.koofers.com/yale-university/cb-b/645-statscalgenetcs-bioinformatics/
Surgery and Surgical Skills,800R,New Haven,Yale University,Connecticut,PA,http://www.koofers.com/yale-university/pa/800r-surgery-and-surgical-skills/
East Asian Capitalism,355,New Haven,Yale University,Connecticut,INTS,http://www.koofers.com/yale-university/ints/355-east-asian-capitalism/
RecordngTheVoice:AcousticMedia,670,New Haven,Yale University,Connecticut,GMAN,http://www.koofers.com/yale-university/gman/670-recordngthevoice-acousticmedia/
Representing Iran,111,New Haven,Yale University,Connecticut,MMES,http://www.koofers.com/yale-university/mmes/111-representing-iran/
AppliedEconomtrcsIIMicroecnmtr,555,New Haven,Yale University,Connecticut,ECON,http://www.koofers.com/yale-university/econ/555-appliedeconomtrcsiimicroecnmtr/
English Satire 1660-1750,711,New Haven,Yale University,Connecticut,ENGL,http://www.koofers.com/yale-university/engl/711-english-satire-1660-1750/
DirectedReadingOrIndivResearch,478,New Haven,Yale University,Connecticut,GMAN,http://www.koofers.com/yale-university/gman/478-directedreadingorindivresearch/
ResearchMethods in Psychology,541,New Haven,Yale University,Connecticut,PSYC,http://www.koofers.com/yale-university/psyc/541-researchmethods-in-psychology/
Jesus in Media & Culture,372,New Haven,Yale University,Connecticut,CSDC,http://www.koofers.com/yale-university/csdc/372-jesus-in-media-culture/
Macromolecular Structure,420,New Haven,Yale University,Connecticut,MB&B,http://www.koofers.com/yale-university/mb-b/420-macromolecular-structure/
Franco-Belgian Comic Strips,269,New Haven,Yale University,Connecticut,FREN,http://www.koofers.com/yale-university/fren/269-franco-belgian-comic-strips/
Discussion Section,300D,New Haven,Yale University,Connecticut,MB&B,http://www.koofers.com/yale-university/mb-b/300d-discussion-section/
Federal Courts,21210,New Haven,Yale University,Connecticut,LAW,http://www.koofers.com/yale-university/law/21210-federal-courts/
Sound Seminar,128,New Haven,Yale University,Connecticut,DRAM,http://www.koofers.com/yale-university/dram/128-sound-seminar/
Hannah Arendt's Pltcl Thought,339,New Haven,Yale University,Connecticut,PLSC,http://www.koofers.com/yale-university/plsc/339-hannah-arendts-pltcl-thought/
RlgnEthncty&IdntityAmerJewHist,795,New Haven,Yale University,Connecticut,JDST,http://www.koofers.com/yale-university/jdst/795-rlgnethncty-idntityamerjewhist/
American Photos: 1839-1971,220,New Haven,Yale University,Connecticut,HSAR,http://www.koofers.com/yale-university/hsar/220-american-photos-1839-1971/
PltcsLaw&EconAffirmativeAction,389,New Haven,Yale University,Connecticut,EP&E,http://www.koofers.com/yale-university/ep-e/389-pltcslaw-econaffirmativeaction/
Liturgical Keyboard Skills II,657,New Haven,Yale University,Connecticut,MUS,http://www.koofers.com/yale-university/mus/657-liturgical-keyboard-skills-ii/
IntermedModernStandardArabic I,130,New Haven,Yale University,Connecticut,ARBC,http://www.koofers.com/yale-university/arbc/130-intermedmodernstandardarabic-i/
Egypt and Northeast Africa,1,New Haven,Yale University,Connecticut,NELC,http://www.koofers.com/yale-university/nelc/001-egypt-and-northeast-africa/
The Modern French Novel TR,214,New Haven,Yale University,Connecticut,LITR,http://www.koofers.com/yale-university/litr/214-the-modern-french-novel-tr/
Adv Industrial Ecology Seminar,907,New Haven,Yale University,Connecticut,F&ES,http://www.koofers.com/yale-university/f-es/907-adv-industrial-ecology-seminar/
Medieval Drama,533,New Haven,Yale University,Connecticut,ENGL,http://www.koofers.com/yale-university/engl/533-medieval-drama/
FoundationsBehavioralEconomics,758,New Haven,Yale University,Connecticut,MGMT,http://www.koofers.com/yale-university/mgmt/758-rationalchoice-uncertainworld/
Art&DesireInRenaissanceCourts,289,New Haven,Yale University,Connecticut,HSAR,http://www.koofers.com/yale-university/hsar/289-art-desireinrenaissancecourts/
Production Planning,149,New Haven,Yale University,Connecticut,DRAM,http://www.koofers.com/yale-university/dram/149-production-planning/
ResearchSemInJapanAnthropology,941,New Haven,Yale University,Connecticut,ANTH,http://www.koofers.com/yale-university/anth/941-researchseminjapananthropology/
MemoryMemoirs&ModrnJewishHstry,784,New Haven,Yale University,Connecticut,JDST,http://www.koofers.com/yale-university/jdst/784-memorymemoirs-modrnjewishhstry/
AdvancedIssuesinUrbanSettings,650,New Haven,Yale University,Connecticut,TPRP,http://www.koofers.com/yale-university/tprp/650-advancedissuesinurbansettings/
Hist of Modern Neuroscience,535,New Haven,Yale University,Connecticut,NBIO,http://www.koofers.com/yale-university/nbio/535-hist-of-modern-neuroscience/
HealthInequality&Development,469,New Haven,Yale University,Connecticut,ECON,http://www.koofers.com/yale-university/econ/469-social-networks/
Foundations of Modern Drama,360,New Haven,Yale University,Connecticut,ENGL,http://www.koofers.com/yale-university/engl/360-foundations-of-modern-drama/
The Jewish Enlightenment,538,New Haven,Yale University,Connecticut,HIST,http://www.koofers.com/yale-university/hist/538-the-jewish-enlightenment/
Shanghai 20th-Century Lit TR,253,New Haven,Yale University,Connecticut,CHNS,http://www.koofers.com/yale-university/chns/253-shanghai-20th-century-lit-tr/
Jews In Muslim Lands 7th-16thC,148,New Haven,Yale University,Connecticut,MMES,http://www.koofers.com/yale-university/mmes/148-jews-in-muslim-lands-7th-16thc/
ThirdYear Sem:PerformanceCrit,206,New Haven,Yale University,Connecticut,DRAM,http://www.koofers.com/yale-university/dram/206-thirdyear-sem-performancecrit/
Muhammad and the Qur'an,530,New Haven,Yale University,Connecticut,RLST,http://www.koofers.com/yale-university/rlst/530-muhammad-and-the-quran/
Mgmt Plans for Protected Areas,954,New Haven,Yale University,Connecticut,F&ES,http://www.koofers.com/yale-university/f-es/954-mgmt-plans-for-protected-areas/
Elementary Korean II,120,New Haven,Yale University,Connecticut,KREN,http://www.koofers.com/yale-university/kren/120-elementary-korean-ii/
"Falstaff,Hamlet,Iago,Cleopatra",218,New Haven,Yale University,Connecticut,HUMS,http://www.koofers.com/yale-university/hums/218-falstaffhamletiagocleopatra/
Cultural Sociology,335,New Haven,Yale University,Connecticut,HUMS,http://www.koofers.com/yale-university/hums/335-cultural-sociology/
ResrchTopics20thCRussianHist,676,New Haven,Yale University,Connecticut,HIST,http://www.koofers.com/yale-university/hist/676-resrchtopics20thcrussianhist/
Adoption Narratives,369,New Haven,Yale University,Connecticut,ENGL,http://www.koofers.com/yale-university/engl/369-adoption-narratives/
Sociology of Crime & Deviance,141,New Haven,Yale University,Connecticut,SOCY,http://www.koofers.com/yale-university/socy/141-sociology-of-crime-deviance/
American Material Culture,725,New Haven,Yale University,Connecticut,HSAR,http://www.koofers.com/yale-university/hsar/725-american-material-culture/
Music Technology Workshop,550D,New Haven,Yale University,Connecticut,MUS,http://www.koofers.com/yale-university/mus/550d-music-technology-workshop/
IntentionBeliefRationality,430,New Haven,Yale University,Connecticut,PHIL,http://www.koofers.com/yale-university/phil/430-definition-and-essence/
MechanicalDes.forTheat.Appli.,309,New Haven,Yale University,Connecticut,DRAM,http://www.koofers.com/yale-university/dram/309-mechanicaldesfortheatappli/
Law&PolicyPrivatePensionSystem,20551,New Haven,Yale University,Connecticut,LAW,http://www.koofers.com/yale-university/law/20551-law-policyprivatepensionsystem/
Language and Mind,117,New Haven,Yale University,Connecticut,LING,http://www.koofers.com/yale-university/ling/117-language-and-mind/
Discussion Section,877D,New Haven,Yale University,Connecticut,REL,http://www.koofers.com/yale-university/rel/877d-discussion-section/
Themes in ReformHistoriography,739,New Haven,Yale University,Connecticut,REL,http://www.koofers.com/yale-university/rel/739-themes-in-reformhistoriography/
Synthesis of Naomaterials,615,New Haven,Yale University,Connecticut,ENAS,http://www.koofers.com/yale-university/enas/615-synthesis-of-naomaterials/
Endocrine Physiology,510G,New Haven,Yale University,Connecticut,PA,http://www.koofers.com/yale-university/pa/510g-endocrine-physiology/
Integrated Leadershp Perspectv,430,New Haven,Yale University,Connecticut,MGT,http://www.koofers.com/yale-university/mgt/430-integrated-leadershp-perspectv/
