Course Title,Course ID,City,University,State,Department Code,Course URL
Rivers: Nature and Politics,420,New Haven,Yale University,Connecticut,PLSC,http://www.koofers.com/yale-university/plsc/420-rivers-nature-and-politics/
Second-Year Master Class,27,New Haven,Yale University,Connecticut,DRAM,http://www.koofers.com/yale-university/dram/27-second-year-master-class/
Anglo-Norman World after 1066,301,New Haven,Yale University,Connecticut,FREN,http://www.koofers.com/yale-university/fren/301-anglo-norman-world-after-1066/
Legislation,21227,New Haven,Yale University,Connecticut,LAW,http://www.koofers.com/yale-university/law/21227-legislation/
Intro to Phonological Analysis,132,New Haven,Yale University,Connecticut,LING,http://www.koofers.com/yale-university/ling/132-intro-to-phonological-analysis/
Evolution of Language,130,New Haven,Yale University,Connecticut,LING,http://www.koofers.com/yale-university/ling/130-evolution-of-language/
Renaissance of the Middle Ages,241,New Haven,Yale University,Connecticut,HUMS,http://www.koofers.com/yale-university/hums/241-renaissance-of-the-middle-ages/
Brazil's Modern Art Week,922,New Haven,Yale University,Connecticut,PORT,http://www.koofers.com/yale-university/port/922-brazils-modern-art-week/
InterstellarMatter&StarFormatn,560,New Haven,Yale University,Connecticut,ASTR,http://www.koofers.com/yale-university/astr/560-interstellarmatter-starformatn/
Lit Age of Globalization,772,New Haven,Yale University,Connecticut,WGSS,http://www.koofers.com/yale-university/wgss/772-lit-age-of-globalization/
Work in America,307,New Haven,Yale University,Connecticut,ANTH,http://www.koofers.com/yale-university/anth/307-work-in-america/
Research Seminar,644,New Haven,Yale University,Connecticut,CHEM,http://www.koofers.com/yale-university/chem/644-research-seminar/
Section for Princples&Prac Pre,912D,New Haven,Yale University,Connecticut,REL,http://www.koofers.com/yale-university/rel/912d-section-for-princples-prac-pre/
Introductory Data Analysis,530,New Haven,Yale University,Connecticut,STAT,http://www.koofers.com/yale-university/stat/530-introductory-data-analysis/
ResSeminarMonasticFedShenoute,660,New Haven,Yale University,Connecticut,RLST,http://www.koofers.com/yale-university/rlst/660-resseminarmonasticfedshenoute/
EconmicsAddiction&PublicPolicy,461,New Haven,Yale University,Connecticut,ECON,http://www.koofers.com/yale-university/econ/461-econaddiction-public-policy/
Clin Prac in Med-Surg Nurs,516,New Haven,Yale University,Connecticut,NURS,http://www.koofers.com/yale-university/nurs/516-clin-prac-in-med-surg-nurs/
Topics in World Music,353,New Haven,Yale University,Connecticut,AFST,http://www.koofers.com/yale-university/afst/353-topics-in-world-music/
Middle East Exceptionalism,389,New Haven,Yale University,Connecticut,PLSC,http://www.koofers.com/yale-university/plsc/389-middle-east-exceptionalism/
Master's Project,2470,New Haven,Yale University,Connecticut,F&ES,http://www.koofers.com/yale-university/f-es/2470-masters-project/
Master's Project,2010,New Haven,Yale University,Connecticut,F&ES,http://www.koofers.com/yale-university/f-es/2010-masters-project/
Discussion Section,119D,New Haven,Yale University,Connecticut,HIST,http://www.koofers.com/yale-university/hist/119d-discussion-section/
Twentieth-Century Britain,253,New Haven,Yale University,Connecticut,HIST,http://www.koofers.com/yale-university/hist/253-twentieth-century-britain/
ComparativeFeminisms&Law,688,New Haven,Yale University,Connecticut,INRL,http://www.koofers.com/yale-university/inrl/688-comparativefeminisms-law/
Green Energy Policy,20526,New Haven,Yale University,Connecticut,LAW,http://www.koofers.com/yale-university/law/20526-green-energy-policy/
MddleEastPeaceProcess1991-Pres,311,New Haven,Yale University,Connecticut,INTS,http://www.koofers.com/yale-university/ints/311-mddleeastpeaceprocess1991-pres/
HomosexualDesireEastAsianLit,530,New Haven,Yale University,Connecticut,EALL,http://www.koofers.com/yale-university/eall/530-homosexualdesireeastasianlit/
Historical Linguistics,112,New Haven,Yale University,Connecticut,LING,http://www.koofers.com/yale-university/ling/112-historical-linguistics/
JamesBaldwinRelWriter&SocCritc,834,New Haven,Yale University,Connecticut,REL,http://www.koofers.com/yale-university/rel/834-jamesbaldwinrelwriter-soccritc/
Moralities of Everyday Life,152,New Haven,Yale University,Connecticut,PSYC,http://www.koofers.com/yale-university/psyc/152-moralities-of-everyday-life/
LitofWWII:HomefrontNarratives,861,New Haven,Yale University,Connecticut,FILM,http://www.koofers.com/yale-university/film/861-litofwwii-homefrontnarratives/
RelativtyAstrophysicsCosmology,461,New Haven,Yale University,Connecticut,ASTR,http://www.koofers.com/yale-university/astr/461-relativtyastrophysicscosmology/
RsrchTopics:AddictiveBehaviors,730,New Haven,Yale University,Connecticut,PSYC,http://www.koofers.com/yale-university/psyc/730-rsrchtopics-addictivebehaviors/
ImperativeOfHealthCareSystems,235,New Haven,Yale University,Connecticut,PLSC,http://www.koofers.com/yale-university/plsc/235-imperativeofhealthcaresystems/
PoliticalPhilosophyasEducation,609,New Haven,Yale University,Connecticut,PLSC,http://www.koofers.com/yale-university/plsc/609-politicalphilosophyaseducation/
Contemp Documentary Film&Video,813,New Haven,Yale University,Connecticut,AMST,http://www.koofers.com/yale-university/amst/813-contemp-documentary-film-video/
Modern Arab Thought,507,New Haven,Yale University,Connecticut,NELC,http://www.koofers.com/yale-university/nelc/507-modern-arab-thought/
Elementary Kiswahili I,610,New Haven,Yale University,Connecticut,SWAH,http://www.koofers.com/yale-university/swah/610-elementary-kiswahili-i/
Operations Engine,422,New Haven,Yale University,Connecticut,MGT,http://www.koofers.com/yale-university/mgt/422-operations-engine/
Archaeology of Sacred Sites,483,New Haven,Yale University,Connecticut,ANTH,http://www.koofers.com/yale-university/anth/483-archaeology-of-sacred-sites/
Electronic Circuits,325,New Haven,Yale University,Connecticut,EENG,http://www.koofers.com/yale-university/eeng/325-electronic-circuits/
Race&SexualPolitics: Modern US,347,New Haven,Yale University,Connecticut,WGSS,http://www.koofers.com/yale-university/wgss/347-race-sexualpolitics-modern-us/
SpanishFor Medical Professions,225,New Haven,Yale University,Connecticut,SPAN,http://www.koofers.com/yale-university/span/225-spanishfor-medical-professions/
Discussion section,163D,New Haven,Yale University,Connecticut,ECON,http://www.koofers.com/yale-university/econ/163d-discussion-section/
Directed Studies: Literature,2,New Haven,Yale University,Connecticut,DRST,http://www.koofers.com/yale-university/drst/002-directed-studies-philosophy/
Brain and Behavior,575,New Haven,Yale University,Connecticut,PSYC,http://www.koofers.com/yale-university/psyc/575-brain-and-behavior/
"Ideology,Revolution,Religion",181,New Haven,Yale University,Connecticut,GMST,http://www.koofers.com/yale-university/gmst/181-ideologyrevolutionreligion/
HstrclHorizonsAncntMesopotamia,560,New Haven,Yale University,Connecticut,MESO,http://www.koofers.com/yale-university/meso/560-hstrclhorizonsancntmesopotamia/
Discussion Section,192D,New Haven,Yale University,Connecticut,DEVN,http://www.koofers.com/yale-university/devn/192d-discussion-section/
Holocaust in Hist Perspective,230,New Haven,Yale University,Connecticut,RLST,http://www.koofers.com/yale-university/rlst/230-holocaust-in-hist-perspective/
Sociological Aspects of Hebrew,360,New Haven,Yale University,Connecticut,JDST,http://www.koofers.com/yale-university/jdst/360-sociological-aspects-of-hebrew/
S.T.M. Thesis,999,New Haven,Yale University,Connecticut,REL,http://www.koofers.com/yale-university/rel/999-stm-thesis/
Readings 20th Century US Hist,714,New Haven,Yale University,Connecticut,AMST,http://www.koofers.com/yale-university/amst/714-readings-20th-century-us-hist/
Jewish Space,794,New Haven,Yale University,Connecticut,RLST,http://www.koofers.com/yale-university/rlst/794-jewish-space/
NaturalResources&Sustainabilty,205,New Haven,Yale University,Connecticut,G&G,http://www.koofers.com/yale-university/g-g/205-naturalresources-sustainabilty/
IntroEnvironmentalEngineering,120,New Haven,Yale University,Connecticut,ENVE,http://www.koofers.com/yale-university/enve/120-introenvironmentalengineering/
Environmental Geomicrobiology,265,New Haven,Yale University,Connecticut,EVST,http://www.koofers.com/yale-university/evst/265-environmental-geomicrobiology/
Theory&Aesthetics 19th Century,705,New Haven,Yale University,Connecticut,MUSI,http://www.koofers.com/yale-university/musi/705-theory-aesthetics-19th-century/
CorpRestruct&DistressedDebt,20541,New Haven,Yale University,Connecticut,LAW,http://www.koofers.com/yale-university/law/20541-corprestruct-distresseddebt/
Evolution of Language,322,New Haven,Yale University,Connecticut,PSYC,http://www.koofers.com/yale-university/psyc/322-evolution-of-language/
Marine Micropaleontology,545,New Haven,Yale University,Connecticut,G&G,http://www.koofers.com/yale-university/g-g/545-marine-micropaleontology/
Discussion Section,115D,New Haven,Yale University,Connecticut,E&EB,http://www.koofers.com/yale-university/e-eb/115d-discussion-section/
Histories &Fiction Early China,856,New Haven,Yale University,Connecticut,HIST,http://www.koofers.com/yale-university/hist/856-histories-fiction-early-china/
Saint Petersburg,183,New Haven,Yale University,Connecticut,RUSS,http://www.koofers.com/yale-university/russ/183-saint-petersburg/
Environmental Ethics,870,New Haven,Yale University,Connecticut,REL,http://www.koofers.com/yale-university/rel/870-environmental-ethics/
Special Studies in Italian Lit,471,New Haven,Yale University,Connecticut,ITAL,http://www.koofers.com/yale-university/ital/471-special-studies-in-italian-lit/
"HealthPolitics,BodyPolitics",736,New Haven,Yale University,Connecticut,HSHM,http://www.koofers.com/yale-university/hshm/736-healthpoliticsbodypolitics/
Intro to History of Math,243J,New Haven,Yale University,Connecticut,HIST,http://www.koofers.com/yale-university/hist/243j-darwin-and-darwinism/
What We Eat and Why,611,New Haven,Yale University,Connecticut,PSYC,http://www.koofers.com/yale-university/psyc/611-what-we-eat-and-why/
Adv. Tech. Seminar,824,New Haven,Yale University,Connecticut,ART,http://www.koofers.com/yale-university/art/824-adv-tech-seminar/
Elementary Hindi,510,New Haven,Yale University,Connecticut,HNDI,http://www.koofers.com/yale-university/hndi/510-elementary-hindi/
PetrologyOfLightStableIsotopes,618,New Haven,Yale University,Connecticut,G&G,http://www.koofers.com/yale-university/g-g/618-petrologyoflightstableisotopes/
Witchcraft in Colonial America,427,New Haven,Yale University,Connecticut,WGSS,http://www.koofers.com/yale-university/wgss/427-witchcraft-in-colonial-america/
Intro toArabic &IslamicStudies,490,New Haven,Yale University,Connecticut,MMES,http://www.koofers.com/yale-university/mmes/490-intro-to-arabic-islamicstudies/
Stage and Screen,328,New Haven,Yale University,Connecticut,THST,http://www.koofers.com/yale-university/thst/328-stage-and-screen/
Poets' Landscapes,351,New Haven,Yale University,Connecticut,ARCH,http://www.koofers.com/yale-university/arch/351-poets-landscapes/
Rhetoric&EarlyInstrmtlPerfrmnc,227,New Haven,Yale University,Connecticut,MUSI,http://www.koofers.com/yale-university/musi/227-rhetoric-earlyinstrmtlperfrmnc/
Discussion Section,169D,New Haven,Yale University,Connecticut,HIST,http://www.koofers.com/yale-university/hist/169d-discussion-section/
Topics in Reproductive Biology,60,New Haven,Yale University,Connecticut,MCDB,http://www.koofers.com/yale-university/mcdb/060-topics-in-reproductive-biology/
Quantum Many-Body Theory,610,New Haven,Yale University,Connecticut,APHY,http://www.koofers.com/yale-university/aphy/610-quantum-many-body-theory/
HistoryJewishCulture 1500-Pres,201,New Haven,Yale University,Connecticut,JDST,http://www.koofers.com/yale-university/jdst/201-historyjewishculture-1500-pres/
Advanced Quantum Mechanics,572,New Haven,Yale University,Connecticut,CHEM,http://www.koofers.com/yale-university/chem/572-advanced-quantum-mechanics/
Community & Econ Development,20023,New Haven,Yale University,Connecticut,LAW,http://www.koofers.com/yale-university/law/20023-community-econ-development/
Ancient Painting and Mosaics,237,New Haven,Yale University,Connecticut,HSAR,http://www.koofers.com/yale-university/hsar/237-ancient-painting-and-mosaics/
ComparatvPolitics:LatinAmerica,382,New Haven,Yale University,Connecticut,PLSC,http://www.koofers.com/yale-university/plsc/382-comparatvpolitics-latinamerica/
The Viking Age,9,New Haven,Yale University,Connecticut,HIST,http://www.koofers.com/yale-university/hist/009-the-viking-age/
Genres of Biblical Literature,726,New Haven,Yale University,Connecticut,JDST,http://www.koofers.com/yale-university/jdst/726-genres-of-biblical-literature/
ReadingsComparativeSlavery,817,New Haven,Yale University,Connecticut,AFAM,http://www.koofers.com/yale-university/afam/817-readingscomparativeslavery/
Large-Scale Conservation,827,New Haven,Yale University,Connecticut,F&ES,http://www.koofers.com/yale-university/f-es/827-large-scale-conservation/
GlobalProblemsPopulationGrowth,400,New Haven,Yale University,Connecticut,HIST,http://www.koofers.com/yale-university/hist/400-globalproblemspopulationgrowth/
Intro to Latin Literature TR,255,New Haven,Yale University,Connecticut,CLCV,http://www.koofers.com/yale-university/clcv/255-intro-to-latin-literature-tr/
Folktales and Fairy Tales TR,277,New Haven,Yale University,Connecticut,HUMS,http://www.koofers.com/yale-university/hums/277-folktales-and-fairy-tales-tr/
Languages and Politics,207,New Haven,Yale University,Connecticut,SLAV,http://www.koofers.com/yale-university/slav/207-languages-and-politics/
Beginning Kiswahili II,120,New Haven,Yale University,Connecticut,SWAH,http://www.koofers.com/yale-university/swah/120-elementary-kiswahili-ii/
AncntGreece&RomeInHstorclFict,292,New Haven,Yale University,Connecticut,CLCV,http://www.koofers.com/yale-university/clcv/292-ancntgreece-romeinhstorclfict/
Biological Oceanography,734,New Haven,Yale University,Connecticut,F&ES,http://www.koofers.com/yale-university/f-es/734-biological-oceanography/
Studies in Novel: DostoevskyTR,208,New Haven,Yale University,Connecticut,LITR,http://www.koofers.com/yale-university/litr/208-studies-in-novel-dostoevskytr/
International Politcal Economy,337,New Haven,Yale University,Connecticut,ECON,http://www.koofers.com/yale-university/econ/337-international-politcal-economy/
Theory of Distributed Systems,565,New Haven,Yale University,Connecticut,CPSC,http://www.koofers.com/yale-university/cpsc/565-theory-of-distributed-systems/
